"","year","state","pop"
"4135",1974,"OK",2734768
"4136",1975,"OK",2774683
"4137",1976,"OK",2826815
"4138",1977,"OK",2870014
"4139",1978,"OK",2917336
"4140",1979,"OK",2975310
"4141",1980,"OK",3040758
"4142",1981,"OK",3096164
"4143",1982,"OK",3206123
"4144",1983,"OK",3290402
"4145",1984,"OK",3285533
"4146",1985,"OK",3271332
"4147",1986,"OK",3252735
"4148",1987,"OK",3210122
"4149",1988,"OK",3167057
"4150",1989,"OK",3150307
"4151",1990,"OK",3147105
"4152",1991,"OK",3166471
"4153",1992,"OK",3204174
"4154",1993,"OK",3228829
"4155",1994,"OK",3246119
"4156",1995,"OK",3265547
"4157",1996,"OK",3289634
"4158",1997,"OK",3314259
"4159",1998,"OK",3339478
"4160",1999,"OK",3358044
"4161",2000,"OK",3454365
"4162",2001,"OK",3467100
"4163",2002,"OK",3489080
"4164",2003,"OK",3504892
"4165",2004,"OK",3525233
"4166",2005,"OK",3548597
"4167",2006,"OK",3594090
"4168",2007,"OK",3634349
"4169",2008,"OK",3668976
"4170",2009,"OK",3717572
"4171",2010,"OK",3759481
"4172",2011,"OK",3786527
"4173",2012,"OK",3817059
"4174",2013,"OK",3853118
"4175",2014,"OK",3878051
"4176",2015,"OK",3911338
"4177",1900,"OR",415000
"4178",1901,"OR",434000
"4179",1902,"OR",454000
"4180",1903,"OR",479000
"4181",1904,"OR",504000
"4182",1905,"OR",530000
"4183",1906,"OR",555000
"4184",1907,"OR",580000
"4185",1908,"OR",610000
"4186",1909,"OR",643000
"4187",1910,"OR",677000
"4188",1911,"OR",692000
"4189",1912,"OR",706000
"4190",1913,"OR",722000
"4191",1914,"OR",736000
"4192",1915,"OR",745000
"4193",1916,"OR",756000
"4194",1917,"OR",763000
"4195",1918,"OR",763000
"4196",1919,"OR",774000
"4197",1920,"OR",788000
"4198",1921,"OR",798000
"4199",1922,"OR",814000
"4200",1923,"OR",833000
"4201",1924,"OR",856000
"4202",1925,"OR",883000
"4203",1926,"OR",905000
"4204",1927,"OR",925000
"4205",1928,"OR",936000
"4206",1929,"OR",947000
"4207",1930,"OR",956000
"4208",1931,"OR",966000
"4209",1932,"OR",972000
"4210",1933,"OR",978000
"4211",1934,"OR",985000
"4212",1935,"OR",1001000
"4213",1936,"OR",1025000
"4214",1937,"OR",1048000
"4215",1938,"OR",1067000
"4216",1939,"OR",1081000
"4217",1940,"OR",1086000
"4218",1941,"OR",1071000
"4219",1942,"OR",1107000
"4220",1943,"OR",1221000
"4221",1944,"OR",1233000
"4222",1945,"OR",1250000
"4223",1946,"OR",1338000
"4224",1947,"OR",1361000
"4225",1948,"OR",1405000
"4226",1949,"OR",1431000
"4227",1950,"OR",1532000
"4228",1951,"OR",1556000
"4229",1952,"OR",1582000
"4230",1953,"OR",1601000
"4231",1954,"OR",1626000
"4232",1955,"OR",1659000
"4233",1956,"OR",1698000
"4234",1957,"OR",1712000
"4235",1958,"OR",1718000
"4236",1959,"OR",1746000
"4237",1960,"OR",1772000
"4238",1961,"OR",1787000
"4239",1962,"OR",1818000
"4240",1963,"OR",1853000
"4241",1964,"OR",1888000
"4242",1965,"OR",1937000
"4243",1966,"OR",1969000
"4244",1967,"OR",1979000
"4245",1968,"OR",2004000
"4246",1969,"OR",2062000
"4247",1970,"OR",2091533
"4248",1971,"OR",2151022
"4249",1972,"OR",2197297
"4250",1973,"OR",2241932
"4251",1974,"OR",2285013
"4252",1975,"OR",2329661
"4253",1976,"OR",2378262
"4254",1977,"OR",2446673
"4255",1978,"OR",2518298
"4256",1979,"OR",2588012
"4257",1980,"OR",2641218
"4258",1981,"OR",2667982
"4259",1982,"OR",2664922
"4260",1983,"OR",2653066
"4261",1984,"OR",2666588
"4262",1985,"OR",2672652
"4263",1986,"OR",2683528
"4264",1987,"OR",2700991
"4265",1988,"OR",2741297
"4266",1989,"OR",2790575
"4267",1990,"OR",2858547
"4268",1991,"OR",2918745
"4269",1992,"OR",2973934
"4270",1993,"OR",3034490
"4271",1994,"OR",3087142
"4272",1995,"OR",3141421
"4273",1996,"OR",3195087
"4274",1997,"OR",3243254
"4275",1998,"OR",3282055
"4276",1999,"OR",3316154
"4277",2000,"OR",3429708
"4278",2001,"OR",3467937
"4279",2002,"OR",3513424
"4280",2003,"OR",3547376
"4281",2004,"OR",3569463
"4282",2005,"OR",3613202
"4283",2006,"OR",3670883
"4284",2007,"OR",3722417
"4285",2008,"OR",3768748
"4286",2009,"OR",3808600
"4287",2010,"OR",3837083
"4288",2011,"OR",3867644
"4289",2012,"OR",3898684
"4290",2013,"OR",3928068
"4291",2014,"OR",3970239
"4292",2015,"OR",4028977
"4293",1900,"PA",6313000
"4294",1901,"PA",6439000
"4295",1902,"PA",6567000
"4296",1903,"PA",6699000
"4297",1904,"PA",6833000
"4298",1905,"PA",6970000
"4299",1906,"PA",7110000
"4300",1907,"PA",7253000
"4301",1908,"PA",7398000
"4302",1909,"PA",7546000
"4303",1910,"PA",7706000
"4304",1911,"PA",7850000
"4305",1912,"PA",7986000
"4306",1913,"PA",8139000
"4307",1914,"PA",8276000
"4308",1915,"PA",8362000
"4309",1916,"PA",8463000
"4310",1917,"PA",8578000
"4311",1918,"PA",8524000
"4312",1919,"PA",8643000
"4313",1920,"PA",8740000
"4314",1921,"PA",8900000
"4315",1922,"PA",8982000
"4316",1923,"PA",9148000
"4317",1924,"PA",9383000
"4318",1925,"PA",9478000
"4319",1926,"PA",9594000
"4320",1927,"PA",9745000
"4321",1928,"PA",9802000
"4322",1929,"PA",9723000
"4323",1930,"PA",9649000
"4324",1931,"PA",9707000
"4325",1932,"PA",9764000
"4326",1933,"PA",9784000
"4327",1934,"PA",9795000
"4328",1935,"PA",9774000
"4329",1936,"PA",9767000
"4330",1937,"PA",9790000
"4331",1938,"PA",9952000
"4332",1939,"PA",9901000
"4333",1940,"PA",9896000
"4334",1941,"PA",9911000
"4335",1942,"PA",9704000
"4336",1943,"PA",9444000
"4337",1944,"PA",9214000
"4338",1945,"PA",9143000
"4339",1946,"PA",9866000
"4340",1947,"PA",10196000
"4341",1948,"PA",10287000
"4342",1949,"PA",10390000
"4343",1950,"PA",10507000
"4344",1951,"PA",10461000
"4345",1952,"PA",10503000
"4346",1953,"PA",10662000
"4347",1954,"PA",10817000
"4348",1955,"PA",10939000
"4349",1956,"PA",10972000
"4350",1957,"PA",10954000
"4351",1958,"PA",11058000
"4352",1959,"PA",11234000
"4353",1960,"PA",11329000
"4354",1961,"PA",11392000
"4355",1962,"PA",11355000
"4356",1963,"PA",11424000
"4357",1964,"PA",11519000
"4358",1965,"PA",11620000
"4359",1966,"PA",11664000
"4360",1967,"PA",11681000
"4361",1968,"PA",11741000
"4362",1969,"PA",11741000
"4363",1970,"PA",11800766
"4364",1971,"PA",11886400
"4365",1972,"PA",11908233
"4366",1973,"PA",11890527
"4367",1974,"PA",11870884
"4368",1975,"PA",11906095
"4369",1976,"PA",11897378
"4370",1977,"PA",11893591
"4371",1978,"PA",11879396
"4372",1979,"PA",11887975
"4373",1980,"PA",11868305
"4374",1981,"PA",11858567
"4375",1982,"PA",11845146
"4376",1983,"PA",11837723
"4377",1984,"PA",11815172
"4378",1985,"PA",11770862
"4379",1986,"PA",11782752
"4380",1987,"PA",11810866
"4381",1988,"PA",11845752
"4382",1989,"PA",11865996
"4383",1990,"PA",11895604
"4384",1991,"PA",11943160
"4385",1992,"PA",11980819
"4386",1993,"PA",12022128
"4387",1994,"PA",12042545
"4388",1995,"PA",12044780
"4389",1996,"PA",12038008
"4390",1997,"PA",12015888
"4391",1998,"PA",12002329
"4392",1999,"PA",11994016
"4393",2000,"PA",12284173
"4394",2001,"PA",12298970
"4395",2002,"PA",12331031
"4396",2003,"PA",12374658
"4397",2004,"PA",12410722
"4398",2005,"PA",12449990
"4399",2006,"PA",12510809
"4400",2007,"PA",12563937
"4401",2008,"PA",12612285
"4402",2009,"PA",12666858
"4403",2010,"PA",12711077
"4404",2011,"PA",12743995
"4405",2012,"PA",12770043
"4406",2013,"PA",12781296
"4407",2014,"PA",12787209
"4408",2015,"PA",12802503
"4409",1900,"RI",430000
"4410",1901,"RI",441000
"4411",1902,"RI",450000
"4412",1903,"RI",460000
"4413",1904,"RI",471000
"4414",1905,"RI",481000
"4415",1906,"RI",492000
"4416",1907,"RI",505000
"4417",1908,"RI",519000
"4418",1909,"RI",532000
"4419",1910,"RI",545000
"4420",1911,"RI",556000
"4421",1912,"RI",567000
"4422",1913,"RI",578000
"4423",1914,"RI",589000
"4424",1915,"RI",597000
"4425",1916,"RI",598000
"4426",1917,"RI",606000
"4427",1918,"RI",604000
"4428",1919,"RI",603000
"4429",1920,"RI",613000
"4430",1921,"RI",629000
"4431",1922,"RI",644000
"4432",1923,"RI",656000
"4433",1924,"RI",669000
"4434",1925,"RI",680000
"4435",1926,"RI",681000
"4436",1927,"RI",677000
"4437",1928,"RI",678000
"4438",1929,"RI",684000
"4439",1930,"RI",686000
"4440",1931,"RI",681000
"4441",1932,"RI",677000
"4442",1933,"RI",675000
"4443",1934,"RI",675000
"4444",1935,"RI",678000
"4445",1936,"RI",686000
"4446",1937,"RI",694000
"4447",1938,"RI",694000
"4448",1939,"RI",701000
"4449",1940,"RI",719000
"4450",1941,"RI",731000
"4451",1942,"RI",748000
"4452",1943,"RI",760000
"4453",1944,"RI",795000
"4454",1945,"RI",776000
"4455",1946,"RI",770000
"4456",1947,"RI",776000
"4457",1948,"RI",787000
"4458",1949,"RI",801000
"4459",1950,"RI",786000
"4460",1951,"RI",784000
"4461",1952,"RI",802000
"4462",1953,"RI",815000
"4463",1954,"RI",816000
"4464",1955,"RI",823000
"4465",1956,"RI",840000
"4466",1957,"RI",851000
"4467",1958,"RI",858000
"4468",1959,"RI",857000
"4469",1960,"RI",855000
"4470",1961,"RI",858000
"4471",1962,"RI",871000
"4472",1963,"RI",876000
"4473",1964,"RI",885000
"4474",1965,"RI",893000
"4475",1966,"RI",899000
"4476",1967,"RI",909000
"4477",1968,"RI",922000
"4478",1969,"RI",932000
"4479",1970,"RI",949723
"4480",1971,"RI",963107
"4481",1972,"RI",974790
"4482",1973,"RI",975738
"4483",1974,"RI",950615
"4484",1975,"RI",942788
"4485",1976,"RI",946089
"4486",1977,"RI",950230
"4487",1978,"RI",951816
"4488",1979,"RI",950382
"4489",1980,"RI",948773
"4490",1981,"RI",953013
"4491",1982,"RI",954170
"4492",1983,"RI",956382
"4493",1984,"RI",961894
"4494",1985,"RI",968955
"4495",1986,"RI",977341
"4496",1987,"RI",989604
"4497",1988,"RI",996408
"4498",1989,"RI",1000666
"4499",1990,"RI",1004649
"4500",1991,"RI",1003990
"4501",1992,"RI",1000571
"4502",1993,"RI",997852
"4503",1994,"RI",993412
"4504",1995,"RI",989203
"4505",1996,"RI",987858
"4506",1997,"RI",986966
"4507",1998,"RI",987704
"4508",1999,"RI",990819
"4509",2000,"RI",1050268
"4510",2001,"RI",1057142
"4511",2002,"RI",1065995
"4512",2003,"RI",1071342
"4513",2004,"RI",1074579
"4514",2005,"RI",1067916
"4515",2006,"RI",1063096
"4516",2007,"RI",1057315
"4517",2008,"RI",1055003
"4518",2009,"RI",1053646
"4519",2010,"RI",1053078
"4520",2011,"RI",1052020
"4521",2012,"RI",1052637
"4522",2013,"RI",1053354
"4523",2014,"RI",1055173
"4524",2015,"RI",1056298
"4525",1900,"SC",1342000
"4526",1901,"SC",1361000
"4527",1902,"SC",1379000
"4528",1903,"SC",1397000
"4529",1904,"SC",1415000
"4530",1905,"SC",1433000
"4531",1906,"SC",1451000
"4532",1907,"SC",1468000
"4533",1908,"SC",1485000
"4534",1909,"SC",1502000
"4535",1910,"SC",1523000
"4536",1911,"SC",1548000
"4537",1912,"SC",1572000
"4538",1913,"SC",1599000
"4539",1914,"SC",1622000
"4540",1915,"SC",1635000
"4541",1916,"SC",1650000
"4542",1917,"SC",1675000
"4543",1918,"SC",1746000
"4544",1919,"SC",1687000
"4545",1920,"SC",1685000
"4546",1921,"SC",1693000
"4547",1922,"SC",1692000
"4548",1923,"SC",1699000
"4549",1924,"SC",1710000
"4550",1925,"SC",1718000
"4551",1926,"SC",1726000
"4552",1927,"SC",1736000
"4553",1928,"SC",1739000
"4554",1929,"SC",1739000
"4555",1930,"SC",1745000
"4556",1931,"SC",1753000
"4557",1932,"SC",1748000
"4558",1933,"SC",1752000
"4559",1934,"SC",1760000
"4560",1935,"SC",1769000
"4561",1936,"SC",1781000
"4562",1937,"SC",1802000
"4563",1938,"SC",1834000
"4564",1939,"SC",1872000
"4565",1940,"SC",1902000
"4566",1941,"SC",1962000
"4567",1942,"SC",2007000
"4568",1943,"SC",1967000
"4569",1944,"SC",1943000
"4570",1945,"SC",1934000
"4571",1946,"SC",1936000
"4572",1947,"SC",1992000
"4573",1948,"SC",1996000
"4574",1949,"SC",2029000
"4575",1950,"SC",2113000
"4576",1951,"SC",2167000
"4577",1952,"SC",2178000
"4578",1953,"SC",2181000
"4579",1954,"SC",2176000
"4580",1955,"SC",2200000
"4581",1956,"SC",2229000
"4582",1957,"SC",2274000
"4583",1958,"SC",2304000
"4584",1959,"SC",2348000
"4585",1960,"SC",2392000
"4586",1961,"SC",2409000
"4587",1962,"SC",2423000
"4588",1963,"SC",2460000
"4589",1964,"SC",2475000
"4590",1965,"SC",2494000
"4591",1966,"SC",2520000
"4592",1967,"SC",2533000
"4593",1968,"SC",2559000
"4594",1969,"SC",2570000
"4595",1970,"SC",2590713
"4596",1971,"SC",2662269
"4597",1972,"SC",2719197
"4598",1973,"SC",2776605
"4599",1974,"SC",2844749
"4600",1975,"SC",2902028
"4601",1976,"SC",2943657
"4602",1977,"SC",2991681
"4603",1978,"SC",3044364
"4604",1979,"SC",3090267
"4605",1980,"SC",3134502
"4606",1981,"SC",3179255
"4607",1982,"SC",3207614
"4608",1983,"SC",3234066
"4609",1984,"SC",3271868
"4610",1985,"SC",3303209
"4611",1986,"SC",3342758
"4612",1987,"SC",3380506
"4613",1988,"SC",3412096
"4614",1989,"SC",3456775
"4615",1990,"SC",3499064
"4616",1991,"SC",3559470
"4617",1992,"SC",3600576
"4618",1993,"SC",3634507
"4619",1994,"SC",3666456
"4620",1995,"SC",3699943
"4621",1996,"SC",3738974
"4622",1997,"SC",3790066
"4623",1998,"SC",3839578
"4624",1999,"SC",3885736
"4625",2000,"SC",4024223
"4626",2001,"SC",4064995
"4627",2002,"SC",4107795
"4628",2003,"SC",4150297
"4629",2004,"SC",4210921
"4630",2005,"SC",4270150
"4631",2006,"SC",4357847
"4632",2007,"SC",4444110
"4633",2008,"SC",4528996
"4634",2009,"SC",4589872
"4635",2010,"SC",4636290
"4636",2011,"SC",4673054
"4637",2012,"SC",4722621
"4638",2013,"SC",4771929
"4639",2014,"SC",4832482
"4640",2015,"SC",4896146
"4641",1900,"SD",403000
"4642",1901,"SD",418000
"4643",1902,"SD",431000
"4644",1903,"SD",437000
"4645",1904,"SD",452000
"4646",1905,"SD",461000
"4647",1906,"SD",477000
"4648",1907,"SD",498000
"4649",1908,"SD",527000
"4650",1909,"SD",553000
"4651",1910,"SD",590000
"4652",1911,"SD",602000
"4653",1912,"SD",592000
"4654",1913,"SD",584000
"4655",1914,"SD",581000
"4656",1915,"SD",585000
"4657",1916,"SD",595000
"4658",1917,"SD",599000
"4659",1918,"SD",570000
"4660",1919,"SD",606000
"4661",1920,"SD",640000
"4662",1921,"SD",652000
"4663",1922,"SD",660000
"4664",1923,"SD",669000
"4665",1924,"SD",673000
"4666",1925,"SD",682000
"4667",1926,"SD",683000
"4668",1927,"SD",682000
"4669",1928,"SD",685000
"4670",1929,"SD",690000
"4671",1930,"SD",693000
"4672",1931,"SD",694000
"4673",1932,"SD",692000
"4674",1933,"SD",690000
"4675",1934,"SD",682000
"4676",1935,"SD",674000
"4677",1936,"SD",666000
"4678",1937,"SD",656000
"4679",1938,"SD",649000
"4680",1939,"SD",645000
"4681",1940,"SD",641000
"4682",1941,"SD",613000
"4683",1942,"SD",589000
"4684",1943,"SD",587000
"4685",1944,"SD",565000
"4686",1945,"SD",579000
"4687",1946,"SD",588000
"4688",1947,"SD",601000
"4689",1948,"SD",612000
"4690",1949,"SD",631000
"4691",1950,"SD",655000
"4692",1951,"SD",655000
"4693",1952,"SD",651000
"4694",1953,"SD",648000
"4695",1954,"SD",655000
"4696",1955,"SD",663000
"4697",1956,"SD",670000
"4698",1957,"SD",666000
"4699",1958,"SD",656000
"4700",1959,"SD",667000
"4701",1960,"SD",683000
"4702",1961,"SD",693000
"4703",1962,"SD",705000
"4704",1963,"SD",708000
"4705",1964,"SD",701000
"4706",1965,"SD",692000
"4707",1966,"SD",683000
"4708",1967,"SD",671000
"4709",1968,"SD",669000
"4710",1969,"SD",668000
"4711",1970,"SD",666257
"4712",1971,"SD",671297
"4713",1972,"SD",677234
"4714",1973,"SD",678715
"4715",1974,"SD",679585
"4716",1975,"SD",681042
"4717",1976,"SD",686390
"4718",1977,"SD",688480
"4719",1978,"SD",688580
"4720",1979,"SD",688335
"4721",1980,"SD",690851
"4722",1981,"SD",689584
"4723",1982,"SD",690597
"4724",1983,"SD",693008
"4725",1984,"SD",697249
"4726",1985,"SD",698402
"4727",1986,"SD",696034
"4728",1987,"SD",696036
"4729",1988,"SD",698165
"4730",1989,"SD",696701
"4731",1990,"SD",696667
"4732",1991,"SD",701445
"4733",1992,"SD",708698
"4734",1993,"SD",716258
"4735",1994,"SD",723038
"4736",1995,"SD",728251
"4737",1996,"SD",730699
"4738",1997,"SD",730855
"4739",1998,"SD",730789
"4740",1999,"SD",733133
"4741",2000,"SD",755844
"4742",2001,"SD",757972
"4743",2002,"SD",760020
"4744",2003,"SD",763729
"4745",2004,"SD",770396
"4746",2005,"SD",775493
"4747",2006,"SD",783033
"4748",2007,"SD",791623
"4749",2008,"SD",799124
"4750",2009,"SD",807067
"4751",2010,"SD",816192
"4752",2011,"SD",824171
"4753",2012,"SD",834504
"4754",2013,"SD",845510
"4755",2014,"SD",853175
"4756",2015,"SD",858469
"4757",1900,"TN",2023000
"4758",1901,"TN",2041000
"4759",1902,"TN",2060000
"4760",1903,"TN",2082000
"4761",1904,"TN",2086000
"4762",1905,"TN",2111000
"4763",1906,"TN",2136000
"4764",1907,"TN",2136000
"4765",1908,"TN",2164000
"4766",1909,"TN",2177000
"4767",1910,"TN",2191000
"4768",1911,"TN",2197000
"4769",1912,"TN",2218000
"4770",1913,"TN",2257000
"4771",1914,"TN",2289000
"4772",1915,"TN",2294000
"4773",1916,"TN",2304000
"4774",1917,"TN",2331000
"4775",1918,"TN",2288000
"4776",1919,"TN",2305000
"4777",1920,"TN",2329000
"4778",1921,"TN",2369000
"4779",1922,"TN",2424000
"4780",1923,"TN",2463000
"4781",1924,"TN",2502000
"4782",1925,"TN",2531000
"4783",1926,"TN",2553000
"4784",1927,"TN",2608000
"4785",1928,"TN",2624000
"4786",1929,"TN",2604000
"4787",1930,"TN",2619000
"4788",1931,"TN",2657000
"4789",1932,"TN",2711000
"4790",1933,"TN",2747000
"4791",1934,"TN",2784000
"4792",1935,"TN",2798000
"4793",1936,"TN",2791000
"4794",1937,"TN",2795000
"4795",1938,"TN",2821000
"4796",1939,"TN",2874000
"4797",1940,"TN",2935000
"4798",1941,"TN",2973000
"4799",1942,"TN",2939000
"4800",1943,"TN",2972000
"4801",1944,"TN",2868000
"4802",1945,"TN",2878000
"4803",1946,"TN",3074000
"4804",1947,"TN",3166000
"4805",1948,"TN",3216000
"4806",1949,"TN",3236000
"4807",1950,"TN",3315000
"4808",1951,"TN",3372000
"4809",1952,"TN",3352000
"4810",1953,"TN",3319000
"4811",1954,"TN",3359000
"4812",1955,"TN",3415000
"4813",1956,"TN",3415000
"4814",1957,"TN",3434000
"4815",1958,"TN",3471000
"4816",1959,"TN",3522000
"4817",1960,"TN",3575000
"4818",1961,"TN",3622000
"4819",1962,"TN",3673000
"4820",1963,"TN",3718000
"4821",1964,"TN",3771000
"4822",1965,"TN",3798000
"4823",1966,"TN",3822000
"4824",1967,"TN",3859000
"4825",1968,"TN",3878000
"4826",1969,"TN",3897000
"4827",1970,"TN",3926018
"4828",1971,"TN",4013608
"4829",1972,"TN",4094611
"4830",1973,"TN",4147401
"4831",1974,"TN",4213509
"4832",1975,"TN",4275566
"4833",1976,"TN",4346928
"4834",1977,"TN",4422921
"4835",1978,"TN",4486314
"4836",1979,"TN",4560473
"4837",1980,"TN",4600252
"4838",1981,"TN",4627658
"4839",1982,"TN",4646041
"4840",1983,"TN",4659749
"4841",1984,"TN",4686737
"4842",1985,"TN",4715296
"4843",1986,"TN",4738708
"4844",1987,"TN",4782927
"4845",1988,"TN",4822437
"4846",1989,"TN",4854444
"4847",1990,"TN",4890626
"4848",1991,"TN",4946886
"4849",1992,"TN",5013999
"4850",1993,"TN",5085666
"4851",1994,"TN",5163016
"4852",1995,"TN",5241168
"4853",1996,"TN",5313576
"4854",1997,"TN",5378433
"4855",1998,"TN",5432679
"4856",1999,"TN",5483535
"4857",2000,"TN",5703719
"4858",2001,"TN",5750789
"4859",2002,"TN",5795918
"4860",2003,"TN",5847812
"4861",2004,"TN",5910809
"4862",2005,"TN",5991057
"4863",2006,"TN",6088766
"4864",2007,"TN",6175727
"4865",2008,"TN",6247411
"4866",2009,"TN",6306019
"4867",2010,"TN",6356628
"4868",2011,"TN",6398389
"4869",2012,"TN",6455177
"4870",2013,"TN",6497269
"4871",2014,"TN",6549352
"4872",2015,"TN",6600299
"4873",1900,"TX",3055000
"4874",1901,"TX",3132000
"4875",1902,"TX",3210000
"4876",1903,"TX",3291000
"4877",1904,"TX",3374000
"4878",1905,"TX",3459000
"4879",1906,"TX",3546000
"4880",1907,"TX",3636000
"4881",1908,"TX",3727000
"4882",1909,"TX",3821000
"4883",1910,"TX",3922000
"4884",1911,"TX",4016000
"4885",1912,"TX",4107000
"4886",1913,"TX",4207000
"4887",1914,"TX",4300000
"4888",1915,"TX",4368000
"4889",1916,"TX",4444000
"4890",1917,"TX",4563000
"4891",1918,"TX",4666000
"4892",1919,"TX",4631000
"4893",1920,"TX",4723000
"4894",1921,"TX",4853000
"4895",1922,"TX",4955000
"4896",1923,"TX",5077000
"4897",1924,"TX",5210000
"4898",1925,"TX",5332000
"4899",1926,"TX",5453000
"4900",1927,"TX",5577000
"4901",1928,"TX",5675000
"4902",1929,"TX",5762000
"4903",1930,"TX",5844000
"4904",1931,"TX",5907000
"4905",1932,"TX",5961000
"4906",1933,"TX",6014000
"4907",1934,"TX",6053000
"4908",1935,"TX",6123000
"4909",1936,"TX",6192000
"4910",1937,"TX",6250000
"4911",1938,"TX",6301000
"4912",1939,"TX",6360000
"4913",1940,"TX",6425000
"4914",1941,"TX",6585000
"4915",1942,"TX",6711000
"4916",1943,"TX",7012000
"4917",1944,"TX",6876000
"4918",1945,"TX",6826000
"4919",1946,"TX",7197000
"4920",1947,"TX",7388000
"4921",1948,"TX",7626000
"4922",1949,"TX",7623000
"4923",1950,"TX",7776000
"4924",1951,"TX",8111000
"4925",1952,"TX",8314000
"4926",1953,"TX",8336000
"4927",1954,"TX",8382000
"4928",1955,"TX",8660000
"4929",1956,"TX",8830000
"4930",1957,"TX",9070000
"4931",1958,"TX",9252000
"4932",1959,"TX",9405000
"4933",1960,"TX",9624000
"4934",1961,"TX",9820000
"4935",1962,"TX",10053000
"4936",1963,"TX",10159000
"4937",1964,"TX",10270000
"4938",1965,"TX",10378000
"4939",1966,"TX",10492000
"4940",1967,"TX",10599000
"4941",1968,"TX",10819000
"4942",1969,"TX",11045000
"4943",1970,"TX",11198655
"4944",1971,"TX",11509848
"4945",1972,"TX",11759148
"4946",1973,"TX",12019543
"4947",1974,"TX",12268629
"4948",1975,"TX",12568843
"4949",1976,"TX",12904089
"4950",1977,"TX",13193050
"4951",1978,"TX",13500429
"4952",1979,"TX",13888371
"4953",1980,"TX",14338208
"4954",1981,"TX",14746318
"4955",1982,"TX",15331415
"4956",1983,"TX",15751676
"4957",1984,"TX",16007086
"4958",1985,"TX",16272734
"4959",1986,"TX",16561113
"4960",1987,"TX",16621791
"4961",1988,"TX",16667022
"4962",1989,"TX",16806735
"4963",1990,"TX",17044714
"4964",1991,"TX",17339904
"4965",1992,"TX",17650479
"4966",1993,"TX",17996764
"4967",1994,"TX",18338319
"4968",1995,"TX",18679706
"4969",1996,"TX",19006240
"4970",1997,"TX",19355427
"4971",1998,"TX",19712389
"4972",1999,"TX",20044141
"4973",2000,"TX",20944499
"4974",2001,"TX",21319622
"4975",2002,"TX",21690325
"4976",2003,"TX",22030931
"4977",2004,"TX",22394023
"4978",2005,"TX",22778123
"4979",2006,"TX",23359580
"4980",2007,"TX",23831983
"4981",2008,"TX",24309039
"4982",2009,"TX",24801761
"4983",2010,"TX",25245717
"4984",2011,"TX",25657477
"4985",2012,"TX",26094422
"4986",2013,"TX",26505637
"4987",2014,"TX",26956958
"4988",2015,"TX",27469114
"4989",1900,"UT",277000
"4990",1901,"UT",284000
"4991",1902,"UT",292000
"4992",1903,"UT",299000
"4993",1904,"UT",308000
"4994",1905,"UT",316000
"4995",1906,"UT",327000
"4996",1907,"UT",339000
"4997",1908,"UT",351000
"4998",1909,"UT",363000
"4999",1910,"UT",377000
"5000",1911,"UT",387000
"5001",1912,"UT",399000
"5002",1913,"UT",410000
"5003",1914,"UT",422000
"5004",1915,"UT",430000
"5005",1916,"UT",436000
"5006",1917,"UT",444000
"5007",1918,"UT",437000
"5008",1919,"UT",446000
"5009",1920,"UT",453000
"5010",1921,"UT",457000
"5011",1922,"UT",467000
"5012",1923,"UT",474000
"5013",1924,"UT",481000
"5014",1925,"UT",487000
"5015",1926,"UT",494000
"5016",1927,"UT",5e+05
"5017",1928,"UT",504000
"5018",1929,"UT",508000
"5019",1930,"UT",509000
"5020",1931,"UT",513000
"5021",1932,"UT",517000
"5022",1933,"UT",520000
"5023",1934,"UT",522000
"5024",1935,"UT",526000
"5025",1936,"UT",527000
"5026",1937,"UT",529000
"5027",1938,"UT",535000
"5028",1939,"UT",543000
"5029",1940,"UT",552000
"5030",1941,"UT",551000
"5031",1942,"UT",575000
"5032",1943,"UT",631000
"5033",1944,"UT",605000
"5034",1945,"UT",591000
"5035",1946,"UT",638000
"5036",1947,"UT",636000
"5037",1948,"UT",653000
"5038",1949,"UT",671000
"5039",1950,"UT",696000
"5040",1951,"UT",706000
"5041",1952,"UT",724000
"5042",1953,"UT",739000
"5043",1954,"UT",750000
"5044",1955,"UT",783000
"5045",1956,"UT",809000
"5046",1957,"UT",826000
"5047",1958,"UT",845000
"5048",1959,"UT",870000
"5049",1960,"UT",9e+05
"5050",1961,"UT",936000
"5051",1962,"UT",958000
"5052",1963,"UT",974000
"5053",1964,"UT",978000
"5054",1965,"UT",994000
"5055",1966,"UT",1009000
"5056",1967,"UT",1019000
"5057",1968,"UT",1029000
"5058",1969,"UT",1047000
"5059",1970,"UT",1059273
"5060",1971,"UT",1101192
"5061",1972,"UT",1135449
"5062",1973,"UT",1170040
"5063",1974,"UT",1200471
"5064",1975,"UT",1236030
"5065",1976,"UT",1274928
"5066",1977,"UT",1319512
"5067",1978,"UT",1367510
"5068",1979,"UT",1420238
"5069",1980,"UT",1472595
"5070",1981,"UT",1515471
"5071",1982,"UT",1558314
"5072",1983,"UT",1594943
"5073",1984,"UT",1622342
"5074",1985,"UT",1642910
"5075",1986,"UT",1662834
"5076",1987,"UT",1678119
"5077",1988,"UT",1689372
"5078",1989,"UT",1705864
"5079",1990,"UT",1729722
"5080",1991,"UT",1771941
"5081",1992,"UT",1821498
"5082",1993,"UT",1875993
"5083",1994,"UT",1930436
"5084",1995,"UT",1976774
"5085",1996,"UT",2022253
"5086",1997,"UT",2065397
"5087",1998,"UT",2100562
